Laurence Abbott,M,HHMI
Susan Ackerman,F,HHMI
David Agard,M,HHMI
Paul Ahlquist,M,HHMI
Misha Ahrens,M,HHMI
Frederick Alt,M,HHMI
Richard Amasino,M,HHMI
Angelika Amon,F,HHMI
Ariel Anbar,M,HHMI
David Anderson,M,HHMI
Winston Anderson,M,HHMI
Kristi Anseth,F,HHMI
Manuel Ares Jr.,M,HHMI
Richard Axel,M,HHMI
Bruce Baker,M,HHMI
David Baker,M,HHMI
Tania Baker,F,HHMI
Utpal Banerjee,M,HHMI
James Bardwell,M,HHMI
Cornelia Bargmann,F,HHMI
Bonnie Bartel,F,HHMI
David Bartel,M,HHMI
Bonnie Bassler,F,HHMI
Peter Baumann,M,HHMI
Philip Beachy,M,HHMI
Stephen Bell,M,HHMI
Hugo Bellen,M,HHMI
Philip Benfey,M,HHMI
Vann Bennett,M,HHMI
Dominique Bergmann,F,HHMI
Carolyn Bertozzi,F,HHMI
Eric Betzig,M,HHMI
Sangeeta Bhatia,F,HHMI
Paul Bieniasz,M,HHMI
Sue Biggins,F,HHMI
William Bishai,M,HHMI
Günter Blobel,M,HHMI
Davi Bock,M,HHMI
Squire Booker,M,HHMI
Charles Boone,M,HHMI
Olga Boudker,F,HHMI
Michael Brainard,M,HHMI
Kristin Branson,F,HHMI
Ronald Breaker,M,HHMI
Sydney Brenner,M,HHMI
Carlos Brody,M,HHMI
Axel Brunger,M,HHMI
Linda Buck,F,HHMI
Carlos Bustamante,M,HHMI
André Báfica,M,HHMI
Bradley Cairns,M,HHMI
Andrew Camilli,M,HHMI
Kevin Campbell,M,HHMI
Gwyneth Card,F,HHMI
Albert Cardona,M,HHMI
Megan Carey,F,HHMI
Sean Carroll,M,HHMI
Pedro Carvalho,M,HHMI
Jean-Laurent Casanova,M,HHMI
Thomas Cech,M,HHMI
Constance Cepko,F,HHMI
Christopher Chang,M,HHMI
Edwin Chapman,M,HHMI
Jue Chen,F,HHMI
Xuemei Chen,F,HHMI
Zhijian Chen,M,HHMI
Yifan Cheng,M,HHMI
Vivian Cheung,F,HHMI
Arul Chinnaiyan,M,HHMI
Joanne Chory,F,HHMI
David Clapham,M,HHMI
Adam Cohen,M,HHMI
Victor Corces,M,HHMI
David Corey,M,HHMI
Pascale Cossart,F,HHMI
Rui Costa,M,HHMI
Alan Cowman,M,HHMI
Gerald Crabtree,M,HHMI
Brian Crane,M,HHMI
Peter Cresswell,M,HHMI
László Csanády,M,HHMI
Jason Cyster,M,HHMI
George Daley,M,HHMI
Yang Dan,F,HHMI
Jeffery Dangl,M,HHMI
Robert Darnell,M,HHMI
Mark Davis,M,HHMI
Roger Davis,M,HHMI
Pietro De Camilli,M,HHMI
Edward De Robertis,M,HHMI
Karl Deisseroth,M,HHMI
Job Dekker,M,HHMI
Winfried Denk,M,HHMI
Joseph DeRisi,M,HHMI
Abby Dernburg,F,HHMI
Raymond Deshaies,M,HHMI
Barry Dickson,M,HHMI
Harry Dietz,M,HHMI
Andrew Dillin,M,HHMI
Chris Doe,M,HHMI
Xinnian Dong,F,HHMI
Xinzhong Dong,M,HHMI
Jennifer Doudna,F,HHMI
Catherine Drennan,F,HHMI
Catherine Drennan,F,HHMI
Gideon Dreyfuss,M,HHMI
Shaul Druckmann,M,HHMI
Brian Druker,M,HHMI
Jorge Dubcovsky,M,HHMI
Joshua Dudman,M,HHMI
Catherine Dulac,F,HHMI
Michael Dyer,M,HHMI
Joseph Ecker,M,HHMI
Sean Eddy,M,HHMI
Evan Eichler,M,HHMI
Michael Eisen,M,HHMI
David Eisenberg,M,HHMI
Sarah Elgin,F,HHMI
Stephen Elledge,M,HHMI
Michael Elowitz,M,HHMI
Elizabeth Engle,F,HHMI
Irving Epstein,M,HHMI
Mark Estelle,M,HHMI
Ronald Evans,M,HHMI
Ellen Fanning,F,HHMI
Óscar Fernández-Capetillo,M,HHMI
Susan Ferro-Novick,F,HHMI
Stanley Fields,M,HHMI
Luísa Figueiredo,F,HHMI
Erol Fikrig,M,HHMI
Richard Flavell,M,HHMI
Joachim Frank,M,HHMI
Loren Frank,M,HHMI
Jeremy Freeman,M,HHMI
Marc Freeman,M,HHMI
Jeffrey Friedman,M,HHMI
Elaine Fuchs,F,HHMI
K. Christopher Garcia,M,HHMI
L. García,M,HHMI
José García Pérez,M,HHMI
David Ginsburg,M,HHMI
David Ginty,M,HHMI
Britt Glaunsinger,F,HHMI
Joseph Gleeson,M,HHMI
Miguel Godinho Ferreira,M,HHMI
Hilary Godwin,F,HHMI
Stephen Goff,M,HHMI
Bob Goldberg,M,HHMI
Jonathan Goldberg,M,HHMI
Susan Golden,F,HHMI
Mark Goldman,M,HHMI
Todd Golub,M,HHMI
Tamir Gonen,M,HHMI
Eric Gouaux,M,HHMI
Michael Green,M,HHMI
Rachel Green,F,HHMI
Nikolaus Grigorieff,M,HHMI
Nick Grishin,M,HHMI
Eduardo Groisman,M,HHMI
Louis Guillette Jr.,M,HHMI
Rodrigo Gutiérrez,M,HHMI
Taekjip Ha,M,HHMI
Daniel Haber,M,HHMI
Min Han,M,HHMI
Jo Handelsman,F,HHMI
Adam Hantman,M,HHMI
Reuben Harris,M,HHMI
Timothy Harris,M,HHMI
Stephen Harrison,M,HHMI
Graham Hatfull,M,HHMI
David Haussler,M,HHMI
Chuan He,M,HHMI
Sheng Yang He,M,HHMI
Ulrike Heberlein,F,HHMI
Nathaniel Heintz,M,HHMI
Steven Henikoff,M,HHMI
Luis Herrera-Estrella,M,HHMI
Harald Hess,M,HHMI
Helen Hobbs,F,HHMI
Oliver Hobert,M,HHMI
Hopi Hoekstra,F,HHMI
Barry Honig,M,HHMI
Lora Hooper,F,HHMI
H. Horvitz,M,HHMI
Arthur Horwich,M,HHMI
Ronald Hoy,M,HHMI
Junjie Hu,M,HHMI
A. Hudspeth,M,HHMI
Neil Hunter,M,HHMI
Stephen Huston,M,HHMI
Richard Hynes,M,HHMI
Christopher Impey,M,HHMI
Darrell Irvine,M,HHMI
Kenneth Irvine,M,HHMI
Ralph Isberg,M,HHMI
Kei Ito,M,HHMI
Akiko Iwasaki,F,HHMI
Tyler Jacks,M,HHMI
William Jacobs Jr.,M,HHMI
Christine Jacobs-Wagner,F,HHMI
Steven Jacobsen,M,HHMI
Lily Jan,F,HHMI
Yuh Jan,M,HHMI
Erich Jarvis,M,HHMI
Vivek Jayaraman,M,HHMI
Grant Jensen,M,HHMI
Thomas Jessell,M,HHMI
Joseph Jez,M,HHMI
Na Ji,F,HHMI
Youxing Jiang,M,HHMI
Yishi Jin,F,HHMI
Simon John,M,HHMI
Tracy Johnson,F,HHMI
Elizabeth Jones,F,HHMI
Erik Jorgensen,M,HHMI
Leemor Joshua-Tor,F,HHMI
William Kaelin Jr.,M,HHMI
Bavesh Kana,M,HHMI
Eric Kandel,M,HHMI
John Kappler,M,HHMI
Alla Karpova,F,HHMI
Scott Keeney,M,HHMI
Krystyna  Keleman,F,HHMI
Philipp Keller,M,HHMI
Darcy Kelley,F,HHMI
Dorothee Kern,F,HHMI
Seung Kim,M,HHMI
Judith Kimble,F,HHMI
Nicole King,F,HHMI
David Kingsley,M,HHMI
Alex Kolodkin,M,HHMI
Jane Kondev,M,HHMI
Fyodor Kondrashov,M,HHMI
Alberto Kornblihtt,M,HHMI
Sandhya Koushika,F,HHMI
Minoru Koyama,M,HHMI
Mark Krasnow,M,HHMI
Leonid Kruglyak,M,HHMI
John Kuriyan,M,HHMI
Robert Lamb,M,HHMI
Michael Laub,M,HHMI
Luke Lavis,M,HHMI
Albert Lee,M,HHMI
Jeannie Lee,F,HHMI
Tzumin Lee,M,HHMI
Robert Lefkowitz,M,HHMI
Ruth Lehmann,F,HHMI
Leslie Leinwand,F,HHMI
Anthony Leonardo,M,HHMI
Beth Levine,F,HHMI
Mary Lidstrom,F,HHMI
Richard Lifton,M,HHMI
Wendell Lim,M,HHMI
Christopher Lima,M,HHMI
Hening Lin,M,HHMI
Susan Lindquist,F,HHMI
Dan Littman,M,HHMI
David Liu,M,HHMI
Zhe  Liu,M,HHMI
Richard Locksley,M,HHMI
Loren Looger,M,HHMI
Richard Losick,M,HHMI
Scott Lowe,M,HHMI
Yi Lu,M,HHMI
Zhe Lu,M,HHMI
Karolin Luger,F,HHMI
Liqun Luo,M,HHMI
David Lynn,M,HHMI
Roderick MacKinnon,M,HHMI
John MacMicking,M,HHMI
Jeffrey Magee,M,HHMI
Harmit Malik,M,HHMI
David Mangelsdorf,M,HHMI
David Marchant,M,HHMI
Philippa Marrack,M,HHMI
Robert Martienssen,M,HHMI
Andreas Martin,M,HHMI
J. McCammon,M,HHMI
Susan McConnell,F,HHMI
Anne McNeil,F,HHMI
Ruslan Medzhitov,M,HHMI
Ian Meinertzhagen,M,HHMI
Craig Mello,M,HHMI
Douglas Melton,M,HHMI
Joshua Mendell,M,HHMI
Barbara Meyer,F,HHMI
Elliot Meyerowitz,M,HHMI
Christopher Miller,M,HHMI
Freda Miller,F,HHMI
Valerie Mizrahi,F,HHMI
Danesh Moazed,M,HHMI
Paul Modrich,M,HHMI
Jeffery Molkentin,M,HHMI
Randall Moon,M,HHMI
Jeffrey Moore,M,HHMI
Melissa Moore,F,HHMI
Tirin Moore,M,HHMI
Vamsi Mootha,M,HHMI
John Moran,M,HHMI
Sean Morrison,M,HHMI
Joseph Mougous,M,HHMI
Dyche Mullins,M,HHMI
Kenneth Murphy,M,HHMI
Andrew Murray,M,HHMI
Simón Méndez-Ferrer,M,HHMI
Jeremy Nathans,M,HHMI
Thumbi Ndung'u,M,HHMI
Claudia Neuhauser,F,HHMI
Dianne Newman,F,HHMI
Phillip Newmark,M,HHMI
William Newsome,M,HHMI
Krishna Niyogi,M,HHMI
Joseph Noel,M,HHMI
Eva Nogales,F,HHMI
Marcin Nowotny,M,HHMI
Evgeny Nudler,M,HHMI
Roel Nusse,M,HHMI
Michel Nussenzweig,M,HHMI
Michael O'Donnell,M,HHMI
Diane O'Dowd,F,HHMI
Erin O'Shea,F,HHMI
Dong-Chan Oh,M,HHMI
Baldomero Olivera,M,HHMI
Stuart Orkin,M,HHMI
Kim Orth,F,HHMI
Aydogan Ozcan,M,HHMI
Michele Pagano,M,HHMI
David Page,M,HHMI
Gabriela Pagnussat,F,HHMI
Richard Palmiter,M,HHMI
Duojia Pan,M,HHMI
Roy Parker,M,HHMI
Eva Pastalkova,F,HHMI
Ardem Patapoutian,M,HHMI
Tanya Paull,F,HHMI
Nikola Pavletich,M,HHMI
Anastasios Pavlopoulos,M,HHMI
David Pellman,M,HHMI
Norbert Perrimon,M,HHMI
Pavel Pevzner,M,HHMI
Samuel Pfaff,M,HHMI
Craig Pikaard,M,HHMI
Christopher Plowe,M,HHMI
Jonathan Pritchard,M,HHMI
Louis Ptáček,M,HHMI
Anna Pyle,F,HHMI
Stephen Quake,M,HHMI
Michael Rape,M,HHMI
Tom Rapoport,M,HHMI
Peter Reddien,M,HHMI
Douglas Rees,M,HHMI
Aviv Regev,F,HHMI
David Reich,M,HHMI
Danny Reinberg,M,HHMI
Michael Reiser,M,HHMI
Rebecca Richards-Kortum,F,HHMI
Lynn Riddiford,F,HHMI
Fred Rieke,M,HHMI
Jasper Rine,M,HHMI
Isabel Roditi,F,HHMI
Sandro Romani,M,HHMI
Michael Rosbash,M,HHMI
Michael Rosen,M,HHMI
Michael Rosenfeld,M,HHMI
Gerald Rubin,M,HHMI
Alexander Rudensky,M,HHMI
Jared Rutter,M,HHMI
Stephan Saalfeld,M,HHMI
Bernardo Sabatini,M,HHMI
David Sabatini,M,HHMI
Pardis Sabeti,F,HHMI
Robert Sah,M,HHMI
Philippe Sansonetti,M,HHMI
Charles Sawyers,M,HHMI
Massimo Scanziani,M,HHMI
David Schatz,M,HHMI
Louis Scheffer,M,HHMI
Randy Schekman,M,HHMI
Alanna Schepartz,F,HHMI
Alejandro Schinder,M,HHMI
Mark Schnitzer,M,HHMI
Stuart Schreiber,M,HHMI
Brenda Schulman,F,HHMI
John Scott,M,HHMI
Amita Sehgal,F,HHMI
Christine Seidman,F,HHMI
Terrence Sejnowski,M,HHMI
Geraldine Seydoux,F,HHMI
Michael Shadlen,M,HHMI
Charles Shank,M,HHMI
Feng Shao,M,HHMI
Kang Shen,M,HHMI
Jay Shendure,M,HHMI
Krishna Shenoy,M,HHMI
Charles Sherr,M,HHMI
Kevan Shokat,M,HHMI
Gerald Shulman,M,HHMI
Robert Siliciano,M,HHMI
Eero Simoncelli,M,HHMI
Robert Singer,M,HHMI
Dominique Soldati-Favre,F,HHMI
Nahum Sonenberg,M,HHMI
Rocio Sotillo,F,HHMI
Allan Spradling,M,HHMI
Nelson Spruston,M,HHMI
Tim Stearns,M,HHMI
Joan Steitz,F,HHMI
Thomas Steitz,M,HHMI
Hermann Steller,M,HHMI
David Stern,M,HHMI
Paul Sternberg,M,HHMI
Scott Sternson,M,HHMI
Scott Strobel,M,HHMI
Natalie Strynadka,F,HHMI
Michael Summers,M,HHMI
Karel Svoboda,M,HHMI
Jack Szostak,M,HHMI
Alejandro Sánchez Alvarado,M,HHMI
Thomas Südhof,M,HHMI
Michael Tadross,M,HHMI
Joseph Takahashi,M,HHMI
Chun Tang,M,HHMI
J. Paul Taylor,M,HHMI
Julie Theriot,F,HHMI
Robert Tjian,M,HHMI
Susumu Tonegawa,M,HHMI
Peter Tontonoz,M,HHMI
Keiko Torii,F,HHMI
James Truman,M,HHMI
Doris Tsao,F,HHMI
Roger Tsien,M,HHMI
Srinivas Turaga,M,HHMI
Thomas Tuschl,M,HHMI
Ronald Vale,M,HHMI
Wilfred van der Donk,M,HHMI
Russell Vance,M,HHMI
Rosella Visintin,F,HHMI
Bert Vogelstein,M,HHMI
Leslie Vosshall,F,HHMI
Matthew Waldor,M,HHMI
Bruce Walker,M,HHMI
Graham Walker,M,HHMI
Christopher Walsh,M,HHMI
David Walt,M,HHMI
Johannes Walter,M,HHMI
Peter Walter,M,HHMI
Tobias Walther,M,HHMI
Michelle Wang,F,HHMI
Xiaochen Wang,F,HHMI
Matthew Warman,M,HHMI
Isiah Warner,M,HHMI
Arthur Weiss,M,HHMI
Jonathan Weissman,M,HHMI
Michael Welsh,M,HHMI
Susan Wessler,F,HHMI
Jennifer West,F,HHMI
Eric Wieschaus,M,HHMI
Huntington Willard,M,HHMI
Rachel Wilson,F,HHMI
Owen Witte,M,HHMI
Carl Wu,M,HHMI
Joanna Wysocka,F,HHMI
Karina Xavier,F,HHMI
Tian Xu,M,HHMI
Yukiko Yamashita,F,HHMI
Nieng Yan,F,HHMI
Wayne Yokoyama,M,HHMI
Hongtao Yu,M,HHMI
Jennifer  Zallen,F,HHMI
Muhammad Zaman,M,HHMI
Phillip Zamore,M,HHMI
Richard Zare,M,HHMI
Hong Zhang,M,HHMI
Yi Zhang,M,HHMI
Ning Zheng,M,HHMI
Bing Zhu,M,HHMI
Xiaowei Zhuang,F,HHMI
S. Zipursky,M,HHMI
Marta Zlatic,F,HHMI
Huda Zoghbi,F,HHMI
Leonard Zon,M,HHMI
Charles Zuker,M,HHMI
